serial_no;title;status;fund_perc;category;place;last_updated;company;websites;project_link;description
178;Nocturne: an advanced sound machine for better sleep;Launching;none;Sound;Oakland, CA;;Measure Things;['https://www.nocturne.shop/'];https://www.kickstarter.com/projects/486445487/nocturne-a-sound-machine-that-puts-you-in-control;Super precise noise masking. Use the EQ to tune out disruptions, from ringing tinnitus to noisy neighbors.
179;Hexemony - Paper/3D Print & Play tabletop game;Launching;none;3D Printing;Birmingham, UK;;Wombat Roll;[];https://www.kickstarter.com/projects/wombatroll/hexemony-3d-paper-print-and-play-skirmish;Army Building | Modular hex grid | PnP | 3D print | 28mm miniatures | 2-4 Players | Area Control
180;Binhgo: The Language Learning App for Kids;Launching;none;Apps;New York, NY;;Gareth Logtens;[];https://www.kickstarter.com/projects/binhgo/binhgo-the-language-learning-app-for-kids;The Fun Way for Kids to Learn New Languages!
181;Plant Provenance | Collect With Confidence;Launching;none;Web;Kolín, Czech Republic;;Jos Vanden Abeele;['https://hortikult.com/', 'https://www.captainaroid.com/', 'https://www.instagram.com/captainaroid_bestbudsplants/'];https://www.kickstarter.com/projects/hortikult/plant-provenance-collect-with-confidence;We connect plant collectors, breeders, growers & sellers, and provide peer reviews and provenance tracking for houseplant enthusiasts.
182;Micro Wallet Finder;Launching;none;Gadgets;Laguna Beach, CA;;Dynomighty Design;['https://www.linkedin.com/in/dynomighty/', 'https://mightywallet.shop/', 'https://www.producthunt.com/@terrence_kelleman', 'https://www.degendudes.io/', 'http://www.bemightyproject.com/'];https://www.kickstarter.com/projects/bemighty/micro-wallet-finder;Total Wallet Security
183;Viral Spiral Phase 3;Launching;none;Apps;Oshawa, Canada;;Harold Bally;[];https://www.kickstarter.com/projects/vrispi/viral-spiral-phase-3;Social Media Short video sharing platform
184;VertAlign Pro: Wearable Cervical Stabilization Device;Launching;none;Wearables;New York, NY;;Jacob S.;[];https://www.kickstarter.com/projects/1337297269/vertalign-pro-wearable-cervical-stabilization-device;Revolutionize Comfort and Performance: Introducing the Ultimate Ergonomic Neck Support
185;Authantica - Haven For Human Authenticity.;Launching;none;Web;San Francisco, CA;;JonVenja;['https://authantica.com/'];https://www.kickstarter.com/projects/authantica/authantica-haven-for-human-authenticity;Authantica is an important project designed to produce a platform that will protect and Support copy righted content in the web.
186;Goodspire: Anchoring Economic Sustainability;Launching;none;Web;Houston, TX;;Jarrell T. Liner;['https://goodspire.com/'];https://www.kickstarter.com/projects/goodspire/goodspire-anchoring-economic-sustainability;The Goodspire Marketplace is where we can shop for household essential product from brands that represent and empower our communities.
187;Flit Lift - Uplift Your VR Experience;Launching;none;Hardware;San Francisco, CA;;FLIT LIFT;['https://www.flitlift.com/'];https://www.kickstarter.com/projects/gravipro/gravipro-vr-lifter-uplift-your-vr-experience;Enjoy weightless VR without compromising its features or functions: Flit Lift - Lift the VR Weight, Lift Your Spirit
188;FONECYC MegaHub: 4 SSDs Docking Station for MacBook Pro 16';Launching;none;Hardware;Langley, Canada;;Fonecyc;[];https://www.kickstarter.com/projects/1044899544/fonecyc-megahub-4-ssds-docking-station-for-macbook-pro-16;Designed for MacBook Pro 16', Compatible with New MacBook M1 & M2 & M3, 4 SSDs up to 16TB
189;BubbleSketch;Launching;none;Web;Montreal, Canada;;JP;['https://bubblesketch.com/'];https://www.kickstarter.com/projects/stixv/bubblesketch;Draw and encapsulate your art using free built-in drawing tools and share it online!
190;The SHERRman App: COMBINE VIDEOS within your SOCIAL NETWORK;Launching;none;Apps;London, UK;;Artur Knul;['https://github.com/ar2-url'];https://www.kickstarter.com/projects/sherrman-app/the-sherrman-app-combine-your-videos-and-social-network;Create unique content with friends or through multilive streaming
191;myPocketTech;Launching;none;Apps;Miami, OK;;Carrie Silverhorn;['https://www.gstrv.com/', 'https://carriesilverhorn.com/', 'https://silverhorndesigns.com/'];https://www.kickstarter.com/projects/my-pocket-tech/mypockettech;Platform, courses and app dedicated to assisting solo-women travelers learn how to self-maintain theIr RV.
192;Podsprite;Launching;none;Software;London, UK;;Damien St John;['https://www.podsprite.com/', 'https://www.podomedy.com/'];https://www.kickstarter.com/projects/damienstjohn/podsprite;Podcast playlists made faster! A powerful new tool that helps podcasters mix, match, edit and share episodes their way.
193;The Fastest Way to Learn How to Make Video Games;Launching;none;Software;Calgary, Canada;;Wulum;['http://wulum.com/', 'http://youtube.com/@wulumgames', 'https://twitter.com/wulumgames', 'https://www.instagram.com/wulumltd'];https://www.kickstarter.com/projects/wulum/the-fastest-way-to-learn-how-to-make-video-games;Unreal 5 is the most powerful engine for making video games and I'll show you how to code without coding on this platform
194;Wetsuit Wrench;Launching;none;Gadgets;Victoria, Canada;;Kyle Sawyer;[];https://www.kickstarter.com/projects/ksawyer/wetsuit-wrench;Elevate your adventures with our new tool for effortless wetsuit removal. Help us make water sports accessible and inclusive.
195;BerryBot Robot Kit for Kids;Launching;none;Gadgets;San Jose, CA;;Robotistan;['https://picobricks.com/'];https://www.kickstarter.com/projects/robotistan/berrybot;BerryBot is the easiest educational robot for kids to learn programming, Raspberry Pi, Arduino and robotics.
196;The ArkOS;Launching;none;Hardware;Los Angeles, CA;;Christopher Stobie;['https://thearkos.org/'];https://www.kickstarter.com/projects/arkos/the-arkos;Technology Fails. Knowledge Endures. Be Ready for Anything.
197;Slatesource: A data platform for all, for anything.;Launching;none;Web;Zurich, Switzerland;;Stephane;['https://slatesource.com/'];https://www.kickstarter.com/projects/1507729465/slatesource;A New Modular Web Experience: create web pages with modular tabs in minutes. No matter the industry.
198;trckd.me;Launching;none;Gadgets;Toronto, Canada;;Gui Carvalho;[];https://www.kickstarter.com/projects/guicarvalho/trckdme;Track your pay-it-forward gifts to see how far your network can reach. Connect with people who matter.
199;InnoForge Labs: Empowering Entrepreneurs;Launching;none;Software;London, UK;;Lucian Dorca;['https://www.linkedin.com/in/luciandorca/'];https://www.kickstarter.com/projects/innoforgelabs/innoforge-labs-empowering-entrepreneurs;Revolutionizing Startup Success with Ready-Made Solutions, Comprehensive Courses, and Personalized Coaching
200;Recording Studio: Drone Operator;Launching;none;Camera Equipment;Jersey City, NJ;;Johan Pichardo;[];https://www.kickstarter.com/projects/djvstudio/recording-studio-drone-operator;Hello, I'm Johan, an architecture student, video and magazine editor, and with your help, a content creator.
201;AiTopFit: Your 24/7 AI Personal Coach;Launching;none;Software;Wilmington, DE;;Francisco Vicente Maldonado Haro;['https://www.linkedin.com/in/fvmaldonadoharo/'];https://www.kickstarter.com/projects/fvmaldonadoharo/aitopfit-your-24-7-ai-personal-coach;Achieve your fitness and nutrition goals with the assistance of a 24/7 AI personal trainer.
202;To Jo Aromatherapy Bluetooth Speaker;Launching;none;Sound;Newport Beach, CA;;To Jo;[];https://www.kickstarter.com/projects/tojospeaker/to-jo-aromatherapy-bluetooth-speaker;Light · sound · fragrance, send a spare moment to your life.
203;ERYONE Thinker X400 High-Speed 3D Printer for Print Farms;Launching;none;3D Printing;Hong Kong, Hong Kong;;Eryone;['https://www.eryone.com/', 'https://www.eryone3d.com/'];https://www.kickstarter.com/projects/eryone/eryone-thinker-x400-and-3d-printing-farm;400*400*400 Large Volume | High Speed Up to 500mm/s ｜0.1-0.3mm Precision | Multi Materials Compatible | Production Management Software
204;My Reps: a new way to bring accountability to government;Launching;none;Apps;Gloucester, VA;;Phillip;[];https://www.kickstarter.com/projects/myreps/my-reps-a-new-way-to-bring-accountability-to-government;Tired of congress never listening to their constituents? We are aiming to fix that by introducing a new app to correct our legislators.
205;Redkey USB V6: Secure Data Erasure - Computers & Cell Phones;Launching;none;Gadgets;London, UK;;Gareth Owen;['http://www.redkeyusb.com/'];https://www.kickstarter.com/projects/redkeyusb/v6;Certified Data Destruction. Reports. Easy to use. Great value. Options available. Learn more...
206;INMOTION E20 Self-Balancing Vehicle: Enjoy Greater Freedom;Launching;none;Technology;Hong Kong, Hong Kong;;INMOTION;[];https://www.kickstarter.com/projects/inmotion-rs/inmotion-e20-self-balancing-vehicle-enjoy-greater-freedom;Skiing-like Smooth Ride|Learn to Ride in 3 Mins|20km/h Top Speed|Up to 30km Long Range|15° Climbing Angle|Over 20+ Safety Protectiions
207;Job Interview AI-Coach w/ Artificial Emotional Intelligence;Launching;none;Software;San Francisco, CA;;Leonty;['https://www.simpleem.com/', 'https://www.linkedin.com/in/leontilian/'];https://www.kickstarter.com/projects/leontilian/job-interview-ai-coach-w-artificial-emotional-intelligence;AI-Coach analyzes non-verbal/voice/words & guides on how to build rapport, impress and ace interviews by leveraging behavior and pitch
208;VR Composites Training Course;Launching;none;Software;Pahrump, NV;;James Larsen;['http://www.jl2designs.com/'];https://www.kickstarter.com/projects/jl2designs/vr-composites-training-course;Explore a Virtual World in a Composites Shop environment.
209;UTEP;Launching;none;Technology;Bergamo, Italy;;Rasoul Samei;[];https://www.kickstarter.com/projects/fxarzad/utep;Unified Trading Enhancement Platform
210;Artsetpro1;Launching;none;3D Printing;Hamburg, Germany;;PCJ Customs;['https://www.instagram.com/pcjcustoms', 'https://www.youtube.com/@pcjcustoms', 'https://www.facebook.com/profile.php?id=100084805128317', 'https://www.kickstarter.com/projects/pcjcustoms/artsetpro1?ref=dc504n&token=12f2e6eb'];https://www.kickstarter.com/projects/pcjcustoms/artsetpro1;3D Printable Modular system for Miniatures, Board Games, Collectibles, Figures and More!
211;Chinese Rootfinding AI Project;Launching;none;Software;Austin, TX;;Claire Dubiel;[];https://www.kickstarter.com/projects/clairedubiel/chinese-rootfinding-ai-project;A Chinese-adoptee led project to help Chinese adoptees connect with their birth families using the power of AI.
212;"BRAINIAC - ""The Web browser that can Make You [3D]x Smarter""";Launching;none;Software;Seattle, WA;;MR COUL;['https://www.coulcraft.com/', 'https://www.vimeka.net/', 'https://www.coulcorp.com/'];https://www.kickstarter.com/projects/shakuna/brainiac-browser-3d-web-portals-v-r-and-interactive-ai;An A.I. powered tool for IT professionals, analysts, and scientists to access cloud data and devices in 3D, VR and AR formats.
213;mirɹror : Smart connected mirror;Launching;none;Hardware;Asnieres, France;;L'Octet;['https://loctet.com/', 'https://www.instagram.com/_loctet_/', 'https://www.tiktok.com/@_loctet_'];https://www.kickstarter.com/projects/loctet/mirror-smart-connected-mirror;Customizable smart connected mirror using A.I. for facial & voice recognition with object detection.
214;UVIEW | Unlock Your Phone's Hidden Camera Potential;Launching;none;Gadgets;Sydney, AU;;UVIEW;[];https://www.kickstarter.com/projects/uview/uview-unlock-your-smartphones-full-camera-potential;Capture stunning video content, and perfectly composed shots. Transform your smartphone into a professional studio.
215;TechByte Learning: Buzzing with Potential;Launching;none;Software;Berwick, PA;;QueenBee;['https://beemindful-buzz.com/', 'https://beedev-services.com/', 'https://helper.beedev.servcies.com/'];https://www.kickstarter.com/projects/queenhoneybee/techbyte-learning;Where Programming becomes a Transformative Journey, One Hive at a Time
216;Arcade QR;Launching;none;Apps;Rochester, NY;;jeff serenka;['https://arcadeqr.com/'];https://www.kickstarter.com/projects/arcadeqr/arcade-qr;Generate QR codes, customers can scan to report issues, they pop up in your dashboard to review and manage
217;The LRL // A gaming revolution is coming...;Launching;none;Software;Brooklyn, NY;;The Light Racing League;['https://lightracingleague.com/', 'https://lrlsports.com/'];https://www.kickstarter.com/projects/lrl/sports;Turn your bike into an intergalactically-networked gaming console
218;IndieFarmer - personalized vegetable garden assistant;Launching;none;Apps;Brooklyn, NY;;Georgina Hofmann;[];https://www.kickstarter.com/projects/indiefarmer/indiefarmer-personalized-vegetable-garden-assistant;We are a technology company that helps backyard gardeners optimize plant growth with data-powered tools 🌱📊✨
219;Cheasy makes dinner easy;Launching;none;Apps;London, UK;;Ana;[];https://www.kickstarter.com/projects/cheasy/cheasy-makes-dinner-easy;Cheasy is a recipe app. It takes the ingredients you want to use and turns it into three recipes that only use those things
220;Blinded : Hookup culture is dead;Launching;none;Apps;Sydney, AU;;Alex;[];https://www.kickstarter.com/projects/blindtheapp/blinded-hookup-culture-is-dead;A new dating app that focuses on pairing users based on character traits before aligning them with their physical traits.
221;Death and Faith | 3D Printable Scenery;Launching;none;3D Printing;Barcelona, Spain;;Dungeons Forge;['https://www.instagram.com/thedungeonsforge/', 'https://www.facebook.com/dungeonsforge', 'https://www.thedungeonsforgestore.com/'];https://www.kickstarter.com/projects/2028008608/death-and-faith-3d-printable-scenery;Incredible 3D printable scenery and miniatures for your tabletop games. Resin and PLA presupported.
222;Dimorphous || Brushless Nema 17 Servo;Launching;none;3D Printing;Jackson, MI;;CausalityManufacturing;[];https://www.kickstarter.com/projects/dimorphoushpsm/dimorphous-brushless-nema-17-servo;A high powered brushless servo motor in a Nema 17 form factor!
223;Dungeon Dreamer: AI Familiar for Tabletop Storytelling;Launching;none;Web;Dover, DE;;DungeonDreamerInc;['https://dungeon-dreamer.com/'];https://www.kickstarter.com/projects/dungeon-dreamer/dungeon-dreamer-ai-familiar-for-tabletop-storytelling;A friendly digital companion that transforms hours of stats tracking and rulebook scrolling into seconds.
224;Auto TCG Identification, Grading, Organization, and Sales;Launching;none;Software;Denver, CO;;Elder Tomes Limited;[];https://www.kickstarter.com/projects/elder-tomes/auto-tcg-identification-grading-organization-and-sales;Game stores and hobbyists rejoice! No longer will you have to manually sell your singles on eBay! Beta access upon release with pledge.
225;YouOffer: Connect Your Desires with Opportunities;Launching;none;Web;Sevilla, Spain;;Roberto Ramírez Muñoz;[];https://www.kickstarter.com/projects/youoffer/youoffer-connect-your-desires-with-opportunities;YouOffer: Where your dreams and opportunities meet to negotiate, connect, share, and create unforgettable life experiences.
226;NatureGuardian: Smart tool for green area monitoring;Launching;none;Software;Italia, Italy;;Simone Filippo;[];https://www.kickstarter.com/projects/174253932/natureguardian-smart-tool-for-green-area-monitoring;Remote Sensing Techniques for the Management and Assessment of Effects Related to Climate Change. A New Smart approach!
227;Patriot Census Search for Generations Archives CDROMs;Launching;none;Software;Northern Virginia, VA;;Aaron;[];https://www.kickstarter.com/projects/patriotcensussearch/patriot-census-search-for-generations-archives-cdroms;Patriot Census Search for Generations Archives by Heritage Quest CDROMs. To honor patriot ancestors for the 250th anniversary of USA.
228;Craftology MK1 - XBOX Series X Case Mod With LED Lights;Launching;none;Hardware;San Francisco, CA;;Craftology Int Ltd;['https://craftologyofficial.com/'];https://www.kickstarter.com/projects/craftology/craftology-mk1-xbox-series-x-case-mod-with-led-lights;Bridging the virtual world and the real world.
229;Kare 3d- Desktop Metal 3D Printer;Launching;none;3D Printing;Istanbul, Turkey;;Kare 3D;['https://www.kare3d.com/'];https://www.kickstarter.com/projects/kare3d/kare-3d-desktop-metal-3d-printer;The production technology of the future is now on your desktop!
230;Wi-Fi Password Display for Public Spaces;Launching;none;Gadgets;Tunis, Tunisia;;Khalil Selmi;[];https://www.kickstarter.com/projects/selmi/wifi-password-display;Wi-Fi Password Display, ideal for public areas such as coffee shops and restaurants.
231;cCable and cPlug – the Basic Equipment for Your E-Car;Launching;none;Hardware;Dresden, Germany;;eClever technology GmbH;['https://eclever.io/', 'https://eclever.io/en/'];https://www.kickstarter.com/projects/eclever-technology/ccharger-and-cplug-the-basic-equipment-for-your-e-car;EV Data, Route Planning and Charging Solution: a Clever Ecosystem that Was Designed for Every E-Car Driver – for Beginners AND Pros.
232;Locateye;Launching;none;Web;Port Elgin, Canada;;UzBur Tech Solutions;[];https://www.kickstarter.com/projects/uzbur-tech-solutions/locateye;A location based live streaming social-media platform [www.locateye.com], where viewers will be able to pick live streams from the map.
233;HomeParking;Launching;none;Apps;Italia, Italy;;Simon Cannone;[];https://www.kickstarter.com/projects/1742528780/homeparking-0;Unlock the potential of your car park with HomeParking, the innovative solution to earn money and facilitate the lives of all drivers.
234;Alzheimer's Prevention Made Possible;Launching;none;Apps;Gainesville, VA;;Britt Massei;['https://www.alzmeter.com/', 'https://www.w1.health/', 'https://www.linkedin.com/in/brittmassei/', 'https://www.youtube.com/watch?v=60H28zafji8'];https://www.kickstarter.com/projects/alzmeterapp/alz-meter-app-alzheimers-prevention;Healthy lifestyles reduce the risk of Alzheimer's  few cases are purely genetic. Personalized feedback and guidance are key.
235;Bridging the Digital Divide;Launching;none;Technology;Blaine, MN;;Betenbi CHAIB DRA TANI;['https://urlz.fr/pNym'];https://www.kickstarter.com/projects/btani/empowering-underserved-communities-with-it;Empowering Global Communities Through Digital Literacy and Entrepreneurship
236;MagMirror - Create Professional Content with your Smartphone;Launching;none;Gadgets;Newark, DE;;Ankit Bhangar;[];https://www.kickstarter.com/projects/magmirror/magmirror-create-professional-content-with-your-smartphone;3-in-1 Content Creation Tool| Real time viewing with a Selfie Monitor Screen| LED lighting | 5 hours of battery| No Extra Gear needed
237;The Sunman;Launching;none;3D Printing;Singapore, Singapore;;3D Mikron;[];https://www.kickstarter.com/projects/3dmikron/the-sunman-0;Highly detail quality model for 3d printing : 1/6 Scale or rescale to your needs
238;Alchemy | The most advanced perfume in the world;Launching;none;Wearables;Italia, Italy;;Luigi;['https://www.aloisiusperfume.com/'];https://www.kickstarter.com/projects/aloisiusalchemy/alchemy-the-most-advanced-perfume-in-the-world;Embark on a Fragrance Revolution: Immerse in the Art of Scent Creation, Crafting a Unique Essence Tailored to You.
239;Luminant Wallpaper: A Collection of Audio-Responsive Art;Launching;none;Software;Irving, TX;;Cybernetic Entertainment;[];https://www.kickstarter.com/projects/cyberneticent/luminant-wallpaper-a-collection-of-audio-responsive-art;Bring your Windows desktop to life with this epic collection of audio-responsive wallpapers that react to your PC's audio and music
240;Lalaland: AI-Powered Journal that offers new perspectives;Launching;none;Apps;San Francisco, CA;;Jeanette;[];https://www.kickstarter.com/projects/lalalandjeanette/lalaland-ai-powered-journal-that-offers-new-perspectives;Record easily with bite-sized chunks | Collaborate on memories with those who matter | Recall special moments and Introspect using AI
241;KEYKRUSH ORCA - Split Ergonomic Keyboard;Launching;none;Gadgets;Hong Kong, Hong Kong;;KEYKRUSH;['https://www.keykrush.com/', 'https://x.com/keykrush', 'https://discord.gg/xDGYNZVHgq'];https://www.kickstarter.com/projects/keykrush/keykrush-orca-split-ergonomic-keyboard;Ergonomic Design | Wireless Connectivity | Hot-swappable | RGB Lighting | 40% Layout | Customizable Keymap | Environmental-friendly|
242;Higher Self: Experiential Journeys To Rewire Your Brain;Launching;none;Apps;New York, NY;;Audra Rhodes;[];https://www.kickstarter.com/projects/audrafromhigherself/higher-self-experiential-journeys-to-rewire-your-brain;Science-backed lessons, guided imagery, integration sessions, and experiential journeys to self-direct your neuroplasticity.
243;SIS•SOFT: The Deck for Creative Minds.;Launching;none;Software;Paris, France;;Teddy • C;['https://www.facebook.com/profile.php?id=100093464361190', 'https://twitter.com/SIS_SOFTNET', 'https://sis-soft.net/kickstarter'];https://www.kickstarter.com/projects/1223687718/sissoft-the-deck-for-creative-minds;Master the art of productivity by harnessing the synergy between Windows and Android with SIS•SOFT. https://sis-soft.net/kickstarter
244;Grow Green with Aqua Vine: 3D Printing Meets Agriculture;Launching;none;3D Printing;Plattsmouth, NE;;Joshua K Murrell;['https://www.jomurr.me/'];https://www.kickstarter.com/projects/jkmurre/grow-green-with-aqua-vine-3d-printing-meets-agriculture;Revolutionizing Sustainable Agriculture with Aqua Vine Innovation
245;SPlan Smart Home Gym & Mirror;Launching;none;Hardware;Hong Kong, Hong Kong;;SPlan;['https://splan.cn/'];https://www.kickstarter.com/projects/splan/splan-smart-home-gym-and-mirror;A comprehensive fitness equipment for strength training at home. It can fold into a mirror, occupying only 3.2 ft².
246;eZ Publish Administration Responsive Redesign;Launching;none;Software;Leeston, NZ;;7x;['https://se7enx.com/', 'https://graham.se7enx.com/', 'https://share.se7enx.com/', 'https://ezpublishlegacy.se7enx.com/', 'https://github.com/sponsors/se7enxweb'];https://www.kickstarter.com/projects/7xweb/ez-publish-administration-responsive-redesign;eZ Publish admin design update containing the templates and resources for a mobile ready replacement UI. Results released under GPLv2
247;Azuri A1 Keyboard Joystick: A New Way to Play!;Launching;none;Hardware;Houston, TX;;Azuri;['https://www.azuri.gg/'];https://www.kickstarter.com/projects/azuri/azuri-a1-gaming-joystick-a-new-way-to-play;360° Movement | Anti-Stick Drift | Optimal Keybinds | Ergonomic Design | Compatible with Most Games
248;Web3C;Launching;none;Apps;Detroit, MI;;JLApp LLC;['https://www.jlappllc.com/', 'https://apps.apple.com/us/app/web3c/id6466555489'];https://www.kickstarter.com/projects/jlappllc/web3c;Empowering Your Web3 Journey
249;ToolKaiser;Launching;none;3D Printing;Los Angeles, CA;;Rogers Rivera Designs;['https://toolkaiser.com/', 'https://rogersriveradesigns.com/'];https://www.kickstarter.com/projects/gridmat/toolkaiser;A better way to organize your tools.
250;Artificial Intelligence (AI) for Beginners Course 2024;Launching;none;Web;Warsaw, Poland;;AIHighSchool.Online;['https://www.youtube.com/@aiartvideo', 'https://twitter.com/AIArtVideo', 'https://www.tiktok.com/@aiartvideo?is_from_webapp=1&sender_device=pc', 'https://www.aihighschool.online/', 'https://www.facebook.com/AIHighSchool.Online'];https://www.kickstarter.com/projects/aihighschoolonline/ai-high-school-empower-with-ai-2023-adapt-or-be-left-behind;You Will BE Professional in Photo, Video Editing, Masters in Business, Social Media, Website design E-Marketing Skills for Job Security
251;The ChatGPT Prompts Generator - Enprompt 360;Launching;none;Software;Dover, DE;;Harpreet K;[];https://www.kickstarter.com/projects/enprompt360/chatgpt-prompts-generator-enprompt-360-multi-ai-chatbot;Use ChatGPT like a PRO: Your Personal Prompt Engineer.
252;Opus;Launching;none;Apps;San Francisco, CA;;Robert Brooks;[];https://www.kickstarter.com/projects/projectopus/opus;A resume building, cover letter creating, job search board all in one application to solve all your job search needs.
253;The Vellennium Rideshare Club II;Launching;none;Apps;Atlanta, GA;;Bobby J. Smith;[];https://www.kickstarter.com/projects/vellennium/the-vellennium-rideshare-club-ii;Introducing The Vellennium Rideshare Club, a rideshare company designed to meet the needs and challenges of a new generation.
254;I Hear You Books;Launching;none;Hardware;New Brunswick, NJ;;I Hear You Books;[];https://www.kickstarter.com/projects/60487826/i-hear-you-books;Fully Customizable Touch and Play Board Books: Your Pictures, Your Audio
255;Cannabis Intention: An App for Relevant Reviews and Info;Launching;none;Apps;Los Angeles, CA;;Adam Beltran;['https://cannabisintention.com/', 'https://ci.reviews/'];https://www.kickstarter.com/projects/cireviews/cannabis-intention-an-app-for-relevant-reviews-and-info;Unlock cannabis discoveries through nonrecreational reviews, tips, & straight to the point information for customers & budtenders.
256;HERCS: Transforming Dumbbells into a Smart Fitness System;Launching;none;Wearables;New York, NY;;HERCS;['https://www.gohercs.com/'];https://www.kickstarter.com/projects/gohercs/hercs-transforming-dumbbells-into-a-smart-fitness-system;Embracing a game-changing AI sensor, say goodbye to manual tracking, and say hello to precise, personalized, and productive workouts.
257;TOMA's Revolution in Mobility: Ultra-Light & Family-Friendly;Launching;none;Hardware;Hong Kong, Hong Kong;;Lauren Chen;['https://espokex.com/'];https://www.kickstarter.com/projects/1132309002/toma-c-series-ebike-redifining-the-family-ride;Discover the C7 & C5 Models - 2 Years of Innovation, 70% Carbon Fiber, 18KG Weight, Designed for Family Sharing.
258;CocktailPro - Mixes Drinks Like A Pro;Launching;none;Hardware;Hong Kong, Hong Kong;;CocktailPro;[];https://www.kickstarter.com/projects/cocktailpro/cocktailpro-mixes-drinks-like-a-pro;Innovative Blind Box Dispenser | 6+3 Flavor System | Precision Pumps | Large Capacity | Rugged Metal Body | Easy To Clean
259;Welcome to the future of tourism exploration;Launching;none;Apps;Italia, Italy;;Overcoasts;['https://www.overcoasts.com/'];https://www.kickstarter.com/projects/overcoasts/welcome-to-the-future-of-tourism-exploration;Find your next destination
260;Pedro;Launching;none;Robots;Paris, France;;Almoutazar Saandi;[];https://www.kickstarter.com/projects/731479134/pedro-0;The Ultimate Open-Source Robotic Arm for Makers & Learners!
261;GAMSING: A New Generation of Virtual Drum Kit;Launching;none;Sound;Tokyo, Japan;;GAMSING;[];https://www.kickstarter.com/projects/gamsing/gamsing-smart-rack-drums-unleash-rhythmic-mastery-anywhere-2;Ultra Professional Timbre & Acoustic | 260g Unmatched Portability | No Lagging | Artistry Unleashed | Ultra Creative & Innovative Tech
262;Tomodachi Travel Companion: Your AI Guide to Japan!;Launching;none;Apps;New York, NY;;Tomodachi AI Travel;[];https://www.kickstarter.com/projects/tomodachi/tomodachi-travel-companion-your-ai-guide-to-japan;An AI-powered app designed to break language barriers, offer cultural insights, and navigate Japan with ease. Travel confidently!
