serial_no;title;status;fund_perc;category;place;last_updated;company;websites;project_link;description
14;-Peerly Local- Online Home Viewing Service;Launching;none;Web;Enschede, Netherlands;;Lucky Goldera Millenium;['https://www.kickstarter.com/projects/houseviewingbuddy/peerly-local-online-home-viewing-service'];https://www.kickstarter.com/projects/houseviewingbuddy/peerly-local-online-home-viewing-service;Get a local peer to help verify the room, apartment, or house you have found online on your behalf when you are unavailable!
15;Protect Your Dog from Overheating with CHILLSWIFT®;Launching;none;Wearables;Sheridan, WY;;NHI;['https://newhomeinnovations.com/'];https://www.kickstarter.com/projects/1603023047/protect-your-dog-from-overheating-with-chillswift;Lightweight ice cooling vest for dogs—FEELCOOL® Tech, ice packs, UV protection & fast-drying comfort for all-day cooling & safety.
16;Ad-Free Social;Launching;none;Apps;Trieste, Italy;;Matteo;[];https://www.kickstarter.com/projects/ad-free-social/ad-free-social;A social app for connecting people through posts.
17;Cinnotown: The World's Most Compact Smartphone Macro Lens;Launching;none;Gadgets;Hong Kong, Hong Kong;;Cinnotown;[];https://www.kickstarter.com/projects/364768501/cinnotown-the-worlds-most-compact-smartphone-macro-lens;A new perspective to your video, Cinnotown 16mm/4X magnification is the compact but the powerful lens ever for creative shooting.
18;Serial Wombat 8B I2C I/O Boards - Big Features, Small Money;Launching;none;DIY Electronics;Indianapolis, IN;;Broadwell Consulting Inc.;['https://serialwombat.com/', 'https://broadwell.consulting/'];https://www.kickstarter.com/projects/bwci/serial-wombat-8b-i2c-i-o-boards-big-features-small-money;The smart I2C I/O expansion you already love in the Serial Wombat 4B and 18AB at a much lower cost per pin.
19;Maidens of Sigrid;Launching;none;3D Printing;Madrid, Spain;;Elysian Studio;[];https://www.kickstarter.com/projects/elysianstudio/maidens-of-sigrid;3D STL miniatures: fierce warrior women and their legendary creatures, perfect for fantasy artists and pin-up collectors.
20;xTool Apparel Printer: A New Era of Apparel Printing;Launching;none;Fabrication Tools;California City, CA;;xTool;['https://www.xtool.com/'];https://www.kickstarter.com/projects/makeblock/xtool-apparel-printer-a-new-era-of-apparel-printing;"Fully Auto Print-to-Bake, HD Prints on All Fabrics, Support Mac/Win, 50 sq ft/hr, 14"" Print Width, 24/7 Auto Maintenance"
21;Daran R100: Compact Power Station for Limitless Adventure;Launching;none;Gadgets;Denver, CO;;Daran Tech;[];https://www.kickstarter.com/projects/12034312/daran-r100-compact-power-station-for-limitless-adventure;89.6Wh Capacity | 8 Ports | 100W AC | AC/Solar Fast Charging | 1KG Lightweight | Built-in LED Light | Convenient Handle | Low Noise
22;Oukitel WP100 Titan: 33,000mAh Rugged Phone with Projector;Launching;none;Hardware;Kowloon, Hong Kong;;Oukitel Titan;['https://wp100titan.oukitel.com/'];https://www.kickstarter.com/projects/1006830823/oukitel-wp100-titan-33000mah-rugged-phone-with-projector;Colossal 33,000mAh Battery| 100-lumen Built-in Projector| 1200-lumen Camping Light| 18W Reverse Charging| 16GB RAM+512GB Storage
23;Zeroth Bot: The Programmable Humanoid Robot;Launching;none;Robots;Palo Alto, CA;;Zeroth Bot;[];https://www.kickstarter.com/projects/zerothbot/zeroth-bot-the-programmable-humanoid-robot;Open-source AI-enabled humanoid robot that you can command by voice, teach through gestures, or program with Python.
24;VR Tech & Sims Indie Gaming Studio;Launching;none;Software;Sarnia, Canada;;Steve lewis;['https://vrtechsims.ca/'];https://www.kickstarter.com/projects/vrtechsims/vr-tech-and-sims-indie-gaming-studio;Video games, for you, by you that you own, and you keep.
25;ARASO H8: Galaxy Mecha Projector Makes Projection Fun Again;Launching;none;Gadgets;Hong Kong, Hong Kong;;Araso;[];https://www.kickstarter.com/projects/1852205383/araso-h8-galaxy-mecha-projector-makes-projection-fun-again;Yellow and Black Color-Blocked Robot |1080P/4K Movies |180° Free Rotation |1500:1 Contrast Ratio |12,000 Lumens Brightness |Android 11
26;Travo: The Social App for Finding Travel Companions;Launching;none;Apps;Salzburg, Austria;;Travo;['https://www.realpeakz.com/', 'https://www.youtube.com/@travo_app', 'https://www.instagram.com/travo_app', 'https://www.tiktok.com/@travo_app'];https://www.kickstarter.com/projects/travo/travo-the-social-app-for-finding-travel-companions-0;Build lasting friendships, broaden horizons, and save for your dream trip—travel together, safely and easily.
27;PyVisual;Launching;none;Software;New York, NY;;Murtaza Hassan;['https://computervision.zone/', 'https://murtazahassan.com/'];https://www.kickstarter.com/projects/cvweb/pyvisual;A Canva like Drag and Drop Python GUI Builder that focuses on Ease of Use and Make it your Own Templates with AI Code Generator.
28;NEC-: Learn Languages Effortlessly;Launching;none;Apps;Vancouver, Canada;;Sunny;[];https://www.kickstarter.com/projects/1008303164/nec-your-ai-powered-virtual-friend-for-language-learning;With NEC-, learning feels natural, engaging, and fun—no rigid lessons, just real conversations.
29;Tsupy Docking Station: Revolutionize Your Workspace;Launching;none;Gadgets;Hong Kong, Hong Kong;;TSUPY;[];https://www.kickstarter.com/projects/651997588/tsupy-docking-station-revolutionize-your-workspace;8-in-2 Multifunctional Notebook/Tablet Vertical Stand Docking Station with Control Switch
30;Black Warrior: Cinematic 4K RGB 3D GTV & KTV Laser Projector;Launching;none;Hardware;Hong Kong, Hong Kong;;Black Warrior;[];https://www.kickstarter.com/projects/blackwarrior/black-warrior-cinematic-hdr-and-rgb-3d-laser-projector;Naked Eye 3D | 0.47” DMD Chip | 3000 ISO Lumens | 4K UHD | RGB Laser | GTV | KTV | HDR10 | Auto Keystone Correction | Cinematic Sound
31;Xchange Fashion app for trading clothes;Launching;none;Apps;Corte Madera, CA;;Ly Pham;['https://lnk.bio/elevating.elements'];https://www.kickstarter.com/projects/ly-pham/xchange-fashion-app-for-swapping-clothes;Reduce textile waste and save money by swapping outfits vs discarding them and buying more. Revive clothing and renew looks with ease.
32;Foxtrot - Build, Customize, and Explore your Passion;Launching;none;Apps;Paris, France;;Foxtrot Team;[];https://www.kickstarter.com/projects/foxtrotteam/foxtrot-build-customize-and-explore-your-passion;Social gamified app for enthusiasts of shooting activities!
33;Maxfun 10 MAX: High Performance Premium Electric Scooter;Launching;none;Hardware;Kowloon, Hong Kong;;Maxfun Scooter;['https://www.maxfunscooter.com/'];https://www.kickstarter.com/projects/maxfunscooter/maxfun-10-max-high-performance-premium-electric-scooter;55mph Max Speed | 70+ Miles Range | Samsung Removable Battery | Magura MT5e Brake | PMT E-Fire 10x3.5 Tire | EXA Form 291R Shock
34;USB Brushless Motor with Gearbox;Launching;none;Hardware;Hong Kong, Hong Kong;;Kayser Limited;['http://www.kayserltd.com/'];https://www.kickstarter.com/projects/kayserltd/usb-brushless-motor-with-gearbox;We are back with a gearbox. Just plug in a USB-C cable and control speed, direction, and more from your smartphone.
35;Arccaptain MIG205MP: All-in-One App-Operated Welder & Cutter;Launching;none;Hardware;Hong Kong, Hong Kong;;ARCCAPTAIN;['https://www.arccaptain.com/', 'https://www.arccaptain.net/'];https://www.kickstarter.com/projects/arccaptain/mig-205mp-all-in-one-mig-welder-and-cutter-with-app-control;App-controlled, multi-functional welder and cutter, designed for DIY enthusiasts, workshops, and industrial applications.
36;Monoise: All-in-One AI Earbuds for Translation & Creation;Launching;none;Hardware;Denver, CO;;MONOISE TECH;[];https://www.kickstarter.com/projects/443088105/monoise-all-in-one-ai-earbuds-for-translation-and-creation;AI Translation | Audio & Video Call Translation | Voice to Text | AI Image Generation | Open-Ear Comfort | 40-Hour Battery
37;Sam & Johnny HB17 Sleepbuds: So Light, You Won't Feel Them;Launching;none;Gadgets;Hong Kong, Hong Kong;;Sam&Johnny;['https://www.samjohnny.net/'];https://www.kickstarter.com/projects/619020748/sam-and-johnny-hb17-sleepbuds-so-light-you-wont-feel-them;Patented 3-layer Lightweight Design ▏3X Noise Blocking ▏Food-grade Liquid Silicone ▏Side Sleep Comfort ▏BT 5.4 for All Streaming
38;Instant Solar Pod;Launching;none;Hardware;Austin, TX;;Pranav Myana;['https://zoltux.com/', 'https://launch.zoltux.com/'];https://www.kickstarter.com/projects/zoltux/instant-solar-pod;Making clean energy a reality for every American — for the first time.
39;AYNI: Revolutionizing Life for the Visually Impaired;Launching;none;Gadgets;Kalispell, MT;;el mehdi mahir;[];https://www.kickstarter.com/projects/190135443/ayni-revolutionizing-life-for-the-visually-impaired;Turn vision into sound and empower millions to live with independence, confidence, and dignity through AYNI's groundbreaking technology
40;Blade Booster;Launching;none;Gadgets;Gemeinde Südbrookmerland, Germany;;Marcel Frerichs;['http://bladebooster.com/'];https://www.kickstarter.com/projects/bladebooster/blade-booster;An add-on motor system for your inline skates to boost your inline skating experience
41;Cardon Pro: Modular Carbon Fiber Card Case and Wallet;Launching;none;Gadgets;Hong Kong, Hong Kong;;Cardon;[];https://www.kickstarter.com/projects/1932504/cardon-pro-modular-carbon-fiber-card-case-and-wallet;2-in-1 Design | One-click launch | Lock card design | AirTag compatible | Phone Stand | RFID Blocking | Carbon Fiber | Elastic straps |
42;IPASON Yao:The Lightest & Thinnest Tempered Glass Mouse Pad;Launching;none;Gadgets;Hong Kong, Hong Kong;;IPASON;[];https://www.kickstarter.com/projects/1011021023/ipason-yao-the-lightest-and-thinnest-tempered-glass-mouse-pad;On the Yao tempered glass mouse pad, the mouse glides with fingertip precision, smooth and lag-free, flawlessly tracking every move.
43;Captify - Captions for real life.;Launching;none;Wearables;San Francisco, CA;;Captify;['https://www.captify.glass/'];https://www.kickstarter.com/projects/captify/captify-captions-for-real-life;The world’s first pair of smart glasses designed specially for the hard of hearing
44;ThryveNet: Better Together;Launching;none;Apps;Columbus, OH;;Angela Reeves;[];https://www.kickstarter.com/projects/angelajreeves/thryvenet-better-together;Help people build personal support communities, by asking for and offering help, especially undervalued or marginalized people.
45;HIIVE Link: Real-Time Insights into the Life of Bees;Launching;none;Gadgets;Berlin, Germany;;HIIVE;['https://www.hiive.eu/'];https://www.kickstarter.com/projects/hiive/hiive-link;HIIVE Link provides live data about your bees: trends, queen status, swarms, alerts, and analyses – all without disturbing the hive.
46;Bapaco:The Keyboard That's Also a PC(and Connects to Yours!);Launching;none;Hardware;Hong Kong, Hong Kong;;Bapaco Tech;[];https://www.kickstarter.com/projects/944362954/bapaco-the-worlds-first-keyboard-with-a-built-in-computer;"Built-in Win11 OS | 12.3"" Touchscreen | Multi-OS Support (Windows, macOS, Android) | Built-in Speakers & Microphone"
47;Pizza Form;Launching;none;Gadgets;Catania, Italy;;Davide Marraffino;['https://www.thepizzaform.com/'];https://www.kickstarter.com/projects/pizzaform/pizza-form;Personalize Your Pizza Design | Love Pizza Takes Shape
48;Portable wireless visual ultrasonic cutting machine, 30 W;Launching;none;Technology;Hong Kong, Hong Kong;;LianYou;[];https://www.kickstarter.com/projects/lianyou/portable-wireless-visual-ultrasonic-cutting-machine-30-w;For leather, 3D printing, plastic DIY cutting, with 40 replacement blades and fixation devices
49;Monar Canvas Speaker;Launching;none;Hardware;Ningbo, China;;Monar;['https://www.monarai.com/'];https://www.kickstarter.com/projects/monar/monar-canvas-speaker;Enable users to immerse themselves in a vibrant world of art and music.
50;OveReact;Launching;none;Apps;London, UK;;Godspower;['https://github.com/Gpow3r/OveReact'];https://www.kickstarter.com/projects/pwr/overeact;More than just social media
51;WindowLED | A 12,000 Lumen Full Range Ambient Floor Lamp;Launching;none;Hardware;Ames, IA;;The Original Torchiere, LLC;[];https://www.kickstarter.com/projects/floorlamp/windowled-a-12000-lumen-full-range-ambient-floor-lamp;Dims from 12,000 Lumens, 3 times brighter than any lamp today, down to only 10 lumens, as dim as a nightlight.
52;Cenwatch, the Telekinesis Band for All Screens;Launching;none;Hardware;Hong Kong, Hong Kong;;Cenwatch;[];https://www.kickstarter.com/projects/429975115/cenwatch-the-telekinesis-band-for-all-screens;Use your hands to control all devices. Welcome to the new digital control era.
53;Flash Pro Ultra: World's 1st 275W Powerbank With OLED Screen;Launching;none;Gadgets;Los Angeles, CA;;asap Technologies;['https://www.chargeasap.com/', 'http://www.youtube.com/c/asapTechnologies', 'https://www.instagram.com/chargeasap/'];https://www.kickstarter.com/projects/asaptechnologies/flash-pro-ultra;25000mAh | 140W Fast Charging | MagSafe compatible Qi2wireless | Recharge in 70 Min | Charge 6 Devices | Apple/Samsung Watch Compatible
54;Love Design : Trouvez l’Amour Énergétiquement Compatible;Launching;none;Apps;France, France;;Love Design;['https://lovedesign.love/'];https://www.kickstarter.com/projects/lovedesignapp/love-design-trouvez-lamour-energetiquement-compatible;Une appli innovante et éthique qui révèle votre compatibilité grâce au Human Design pour une relation sérieuse et durable
55;Sphinx: The Smart Wet Feeder For Cats;Launching;none;Hardware;Palo Alto, CA;;Sphinx;['https://sphinxcatfeeder.com/', 'https://sphinx.pet/'];https://www.kickstarter.com/projects/sphinxcatfeeder/sphinx-the-worlds-smartest-cat-feeder;Sphinx automatically feeds vet-approved meals, keeps food fresh, and lets you check in with your cat via real-time audio and video!
56;Compost with Confidence—Bigger, Greener, Smarter;Launching;none;Hardware;Las Vegas, NV;;Airthereal;['https://airthereal.com/'];https://www.kickstarter.com/projects/airthereal/airthereal-revive-r800-5l-wifi-smart-kitchen-composter;5L Capacity | Bio Compost Mode | 90% Waste Reduction | App Monitoring| Earn Carbon Points | Biodegradable Carbon Filter | Self-Cleaning
57;HUG Collective: Creativity Connecting Cultures;Launching;none;Apps;Washington, DC;;Harmonious Unison Global by Precious Ama;[];https://www.kickstarter.com/projects/hugcollective/hug-collective-creativity-connecting-cultures;A platform for collaboration, healing, and cultural exchange.
58;MAGFLEXPLATE™ ACF ROLLS & FLEXYBLE PLATE SYSTEMS;Launching;none;3D Printing;Salerno, Italy;;The Moro;['https://www.magflexplate.it/'];https://www.kickstarter.com/projects/themoro/magflexplatetm-acf-rolls-and-flexyble-plate-systems;ACF Rolls fully cuttable to any size you need and Flexible Megnetic Plates for all 3D Resin Printers
59;PrimeSystemAI: L'Intelligenza Artificiale per Ogni Business;Launching;none;Software;Italia, Italy;;Simone;['https://primesystemai.com/'];https://www.kickstarter.com/projects/simone-primesystemai/primesystemai-lintelligenza-artificiale-per-ogni-business;Automatizza le conversazioni, rivoluziona l'outreach e potenzia le vendite con soluzioni AI all'avanguardia.
60;Surf Buddy App to provide all you need on your surf trips;Launching;none;Apps;Lublin, Poland;;Kuba Libre;['https://www.surfbuddyapp.com/', 'https://www.kubalibremedia.com/'];https://www.kickstarter.com/projects/surfbuddy/surf-buddy-app-to-provide-all-you-need-on-your-surf-trips;Watch surf spots reviews like in cinema, save cash while travelling, check live wind conditions, get discounts all over the world!
61;Edin’s Garden: Revolutionizing Community Gardening;Launching;none;3D Printing;Woodbridge, VA;;The Aurora's Embrace;['https://aurorasembrace.org/'];https://www.kickstarter.com/projects/aurorasembrace/edins-garden-revolutionizing-community-gardening;A Vision for Sustainable Communities
62;Evolv: A Plastic Recycling and Reward Platform;Launching;none;Apps;Rome, Italy;;Gianmarco Lugaresi;['https://lugaresigianmarco.com/'];https://www.kickstarter.com/projects/evolv-project/evolv-a-plastic-recycling-and-reward-platform;An application designed to reduce global pollution by rewarding users through plastic recycling
63;Sociall: All your social media in one app;Launching;none;Software;St. Louis, MO;;Tyler Poe;['https://www.sociallhub.com/'];https://www.kickstarter.com/projects/tylerpoe/sociall-all-your-social-media-in-one-app;Bring all your favorite networks together with protection from ads, unwanted content, and data collection.
64;M-GLASSES: redefining your glasses;Launching;none;Gadgets;Colorado Springs, CO;;MAXITO;[];https://www.kickstarter.com/projects/maxito/m-glasses;Magnet function|Three styles to switch freely|Half-rimmed glasses|Rimless glasses|Sunglasses|Night Glasses|Anti-Blue Light|Titanium
65;Longer Nano Duo: The Best AI Laser Engraver;Launching;none;Fabrication Tools;Shenzhen, China;;Longer;['https://www.facebook.com/longer3dprinter', 'https://twitter.com/Longer3dprinter', 'https://www.youtube.com/channel/UC8PcopPOAaKQF-p-x_Mwejw', 'https://www.longer3d.com/', 'https://www.instagram.com/longer.global/?next=%2F'];https://www.kickstarter.com/projects/longer3d/longer-nano-duo-the-best-ai-laser-engraver;AI Designs|AI Eyes|20W Diode+2W IR|300*300mm|3D Embossing|True Vertical Laser Cutter|10,000mm/s|0.00199mm Accuracy|360° Portable
66;Ludocene: Game Discovery From People You Trust;Launching;none;Apps;London, UK;;Andy Robertson;['https://www.familygamingdatabase.com/'];https://www.kickstarter.com/projects/ludocene/ludocene-game-discovery-from-people-you-trust;A dating app that matches you with games. A deck-builder that profiles your gaming taste.
67;INMO Go2 Pro: Live Translation at Glance AR Glasses;Launching;none;Wearables;Hong Kong, Hong Kong;;INMOAIR2;['https://inmoglass.com/'];https://www.kickstarter.com/projects/600385286/inmo-go2-pro;Live Translations to Instant Insights, All in a Glance
68;Proof of Position;Launching;none;Software;London, UK;;Matthew Page;['https://proofofposition.xyz/profiles/profile-matthew-page'];https://www.kickstarter.com/projects/popp/proof-of-position;The Blue Checkmark for Professionals. An AI platform that transforms traditional CVs into verified, authenticated professional profiles
69;AMIDA CLAN: Discover the Spirit of Japan in Global Community;Launching;none;Makerspaces;Tokyo, Japan;;AMIDA CLAN;['https://website.beacons.ai/amida.clan'];https://www.kickstarter.com/projects/amida-clan/amida-clan-discover-the-spirit-of-japan-in-global-community;Join AMIDA CLAN & Earn Your Japan Spirit Ambassador Certificate - Mastering Japanese Culture and Building Global Connections.
70;Smarter,Smaller,Faster: All in one 240W GaN Charger;Launching;none;Gadgets;Hong Kong, Hong Kong;;Yeahs;['https://yeahscharger.com/'];https://www.kickstarter.com/projects/240wcharger/smartersmallerfaster-all-in-one-240w-gan-charger;New Generation Intelligent Charger:Maximum rechargeable 240W devices for life and work,PD3.1&QC4.0,100-240V,Compact but Powerful.
71;iQunix MQ80 3-Mode Mechanical Aluminum Keyboard;Launching;none;Gadgets;Hong Kong, Hong Kong;;IQUNIX;['https://www.iqunix.com/'];https://www.kickstarter.com/projects/iqunixmq80keyboard/iqunix-mq80-3-mode-mechanical-aluminum-keyboard;Aluminum | Triple Mode | Hot-Swappable | Gold Red Switch | FR4 | Le-tray Gasket Mount | 4000mAh | Mac & Windows | VIA | 16m Lighting
72;CZUR ET MAX- The Unprecedented Professional Book Scanner;Launching;none;Gadgets;Spokane, WA;;CZUR;['https://www.czur.com/', 'https://www.czuretmaxscanner.com/'];https://www.kickstarter.com/projects/czur-notebook/czur-et-max-the-unprecedented-professional-book-scanner;38 Megapixels | 410 DPI | Sidelight | Laser Curve-Flatten Tech | OCR | HDMI Port | Windows, Mac & Linux Supported | Scan A Book In Mins
73;"ECHOBLAST. Reviving the 90s Sound Effects Keychains""";Launching;none;Sound;Berlin, Germany;;Oscar Garcia;['https://www.backerkit.com/call_to_action/c6dadf1f-c54f-4292-bf0c-d2f9577cc672/landing'];https://www.kickstarter.com/projects/echoblast/echoblast-reviving-the-90s-sound-effects-keychains;An 8-button keychain packed with auditory nostalgia, now featuring a rechargeable battery and your own sounds via USB.
74;Track It: The Behavior Tracking App;Launching;none;Apps;Salem, OR;;Molly;[];https://www.kickstarter.com/projects/304756315/track-it-the-behavior-tracking-app;Empowering parents to track key behaviors, health & environment, ensuring accurate early diagnoses/ services for Autism, ADHD & more.
75;GLOBERUNNER✈️🌎;Launching;none;Apps;Birmingham, AL;;Brianna Gordon;[];https://www.kickstarter.com/projects/801957880/globerunner;Planning your next trip just got simpler!
76;TeachFlow: Revolutionizing How Coding Is Taught;Launching;none;Web;Italia, Italy;;Chomas;['https://teachflow.app/'];https://www.kickstarter.com/projects/teachflow/made-by-developers-for-developers-to-teach-other-developers;TeachFlow is a revolutionary platform that transforms how teachers and students interact with online programming courses.
77;MasterFine 360：Easy To Operate 2in1 DIY Paint Sprayer;Launching;none;Gadgets;Colorado Springs, CO;;KONINK;[];https://www.kickstarter.com/projects/-diy-k1/masterfine-360-easy-to-operate-2in1-diy-paint-sprayer;Marker Spray 丨Precise Adjustment 丨Versatile Integration 丨Fast Drying 丨Long Lasting Operation 丨Imagination Unlimited
78;AI Interview Script: Conquer Your Job Interview Fears;Launching;none;Software;Vancouver, Canada;;Masaki Harada;['https://www.linkedin.com/in/masaki-harada/'];https://www.kickstarter.com/projects/1564479754/ai-interview-script-conquer-your-job-interview-fears-0;Overcome language barriers and anxiety with real-time AI-powered interview responses
79;Feiyu SCORP M2-Mobile: 4-in-1 Gimbal for Phones and Cameras;Launching;none;Gadgets;New York, NY;;FeiyuTech;['https://www.feiyu-tech.com/'];https://www.kickstarter.com/projects/feiyutech/feiyu-scorp-m2-mobile-ultimate-3-axis-videography-gimbal;Camera & Smartphone Compatible | Hyper-Lapse | Panorama | Focus Follow | AI Vision Tracking | 3 Operation Modes | Quick Charge in 1.9Hr
80;XLASERLAB X1/X1Pro: The Most Versatile Laser Welding Machine;Launching;none;Fabrication Tools;Hong Kong, Hong Kong;;Xphotonics;['https://www.facebook.com/xinghanlaser1/', 'https://www.instagram.com/xphotonics/', 'https://www.youtube.com/@xphotonics_laser', 'https://www.xlaserlab.com/pages/kickstarter'];https://www.kickstarter.com/projects/16159264/xlaser-the-ultimate-4-in-1-laser-welding-revolution;All-in-One Laser Welding, Cutting, Cleaning, and Rust Removal | Works in Any Environment | Safety and Efficiency | Easy to Use
81;VirtuVibeZ: Scale Up and Monetize with Virtual Influence.;Launching;none;Apps;Miami, FL;;Andy John Good;['https://www.virtuvibez.com/', 'https://www.cubicxphere.com/'];https://www.kickstarter.com/projects/andyjohngood/virtuvibez-scale-up-and-monetize-with-virtual-influence;Step into The Future of Influencer Marketing and Transform Your Digital Presence into a Lasting Legacy.
82;StarDetect: Revolutionizing School and Building Safety;Launching;none;Software;Philadelphia, PA;;Connor Maze;[];https://www.kickstarter.com/projects/stardetect/stardetect-revolutionizing-school-and-building-safety;Empowering schools and commercial spaces with real-time AI detection and automated safety alerts.
83;TwoTrees TTC-H40:CNC & Laser Engraving for All Your Projects;Launching;none;DIY Electronics;Hong Kong, Hong Kong;;TwoTrees;['https://twotrees3d.com/'];https://www.kickstarter.com/projects/twotrees/twotrees-ttc-h40-cnc-and-laser-engraving-for-all-your-projec;CNC Router Machine | 20W Laser Engraving | Larger Model with A 39.4in * 78.7in Working Area | Versatile Materials Engraving
84;TimeVision: Your Window to 80s TV Magic;Launching;none;Software;Morges, Switzerland;;Simone Pozzi;[];https://www.kickstarter.com/projects/1504209843/timevision-your-window-to-80s-tv-magic;Turn your old PC into a time machine! Create and manage a nostalgic TV schedule with vintage ads, toons and series - like in the 80s!
85;La Seine Espresso Machine: Complete Extraction Freedom;Launching;none;Gadgets;Beijing, China;;Maxims Espresso Machine;[];https://www.kickstarter.com/projects/336547084/la-seine-espresso-machine;Perfect coffee made easy.
86;Mechanical Card Holder: Compact, Functional, and Fun;Launching;none;Gadgets;Longmont, CO;;SlideMorph;[];https://www.kickstarter.com/projects/150674722/a-multifunctional-cardholder-that-unfolds-like-wings;Holds 5 cards, with knife, screwdriver, and bottle opener. Fan-style opening with a crisp metal click. Compact and functional.
87;Pantera 2, Palm-sized Mini PC with OLED display & RGB lights;Launching;none;Hardware;Hong Kong, Hong Kong;;XDO Tech;['https://xdo.ai/', 'https://picopc.net/'];https://www.kickstarter.com/projects/xdo/tiny-amd-8845u-mini-pc-palm-sized-ai-computer;Pantera 2 is a tiny Ryzen 8840u Mini PC with an AI NPU, RGB lights, dual MEMS mics, OLED stats display & user-upgradeable DDR5 & SSD.
88;SaefOut: A Safer Way to Date;Launching;none;Apps;London, UK;;Leon Rupreht;[];https://www.kickstarter.com/projects/lr5/saefout-a-safer-way-to-date;Aiming to make dating safer by encouraging accountable and respectful interactions - think of it as ‘Tinder Insurance’ Against Creeps
89;FitBrush: 3D-Printed Personalized Mouthpiece Toothbrush;Launching;none;3D Printing;Dover, DE;;Hiroki Enno;['https://www.fit-brush.com/'];https://www.kickstarter.com/projects/fitbrush/fitbrush-the-3d-printed-custom-made-mouthpiece-toothbrush;Personalized, AI-powered, 3D-printed mouthpiece toothbrush cleans all your teeth in seconds—effortless and effective oral care.
